NODE	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	
Schoenoplectus_lacustris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Schoenoplectus_heterochaetus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Actinoscirpus_grossus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N24	3.57165e-05	0.000573135	0.00482008	0.0244168	0.062237	0.0991063	0.144862	0.238035	0.211752	0.128033	0.0343754	0.0256036	0.0112678	0.0114035	0.00229688	0.00105633	0.0001075	1.70555e-05	5.0719e-07	3.07488e-08	3.05022e-10	6.33886e-12	4.87017e-14	5.35389e-16	1.67742e-18	5.24754e-21	7.95471e-24	1.6835e-26	9.9964e-30	9.91555e-33	4.4943e-36	8.63264e-39	2.366e-42	1.39435e-45	3.02527e-49	2.45742e-52	3.1199e-56	1.05614e-59	2.74326e-63	2.35978e-66	8.82461e-70	3.15041e-73	7.30858e-77	1.46581e-80	2.03367e-84	2.42022e-88	1.8723e-92	1.65054e-96	7.94643e-101	9.43364e-105	4.57785e-109	6.79903e-113	2.68323e-117	3.14353e-121	1.12584e-125	2.11963e-129	1.07561e-132	
N25	4.55075e-06	7.39862e-05	0.000788872	0.00493366	0.0232471	0.0592969	0.0600691	0.119352	0.246622	0.250806	0.105653	0.0674116	0.0323971	0.0223402	0.00445472	0.00206077	0.000380547	0.000101792	6.00994e-06	7.46665e-07	1.38193e-08	7.19511e-10	6.96788e-12	2.30758e-13	1.50804e-15	1.72182e-17	7.18217e-20	4.76991e-22	7.05604e-25	2.12693e-27	1.83041e-30	7.99479e-33	4.24783e-36	6.72363e-39	2.86353e-42	4.81543e-45	1.13511e-48	7.35476e-52	1.5537e-55	2.60517e-58	7.97828e-62	6.44252e-65	3.48296e-68	1.81153e-71	6.34959e-75	1.89038e-78	3.7241e-82	6.38547e-86	6.63037e-90	9.43841e-94	9.62056e-98	2.69218e-101	2.61055e-105	5.368e-109	3.96675e-113	1.07133e-116	8.79139e-120	
N26	9.73396e-07	2.04159e-05	0.000267071	0.00166389	0.0103066	0.0319068	0.0376446	0.0390246	0.119976	0.259835	0.250416	0.16218	0.0556565	0.0245908	0.00388588	0.00198089	0.000510638	0.000122366	1.00748e-05	8.51893e-07	2.58921e-08	9.39714e-10	1.22086e-11	4.85407e-13	5.53338e-15	1.98694e-16	1.93408e-18	3.25295e-20	7.52478e-23	7.12263e-25	8.17876e-28	1.26028e-29	8.60298e-33	4.82892e-35	2.89419e-38	1.31276e-40	4.95617e-44	8.95563e-47	2.39732e-50	5.61237e-53	1.12354e-56	1.36987e-59	6.31941e-63	8.04485e-66	6.1386e-69	4.40614e-72	1.83792e-75	5.1886e-79	8.71022e-83	1.80198e-86	4.37699e-90	2.99693e-93	9.217e-97	4.66091e-100	1.02684e-103	3.84683e-107	6.06464e-110	
Scirpus_ficinioides	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N27	4.00724e-10	2.86971e-08	1.11618e-06	9.73467e-06	0.000179359	0.00191682	0.00476517	0.00110625	0.0022022	0.020128	0.10604	0.283702	0.341171	0.202049	0.0337899	0.0028899	4.75808e-05	6.7628e-07	2.53346e-09	7.89768e-12	9.05045e-15	1.08346e-17	1.23858e-20	4.12332e-23	1.05841e-25	8.25857e-28	5.80221e-30	6.59509e-32	3.28717e-34	1.61083e-36	3.50004e-39	1.16484e-41	1.14038e-44	2.62944e-47	1.82764e-50	4.43704e-53	1.71501e-56	1.60735e-59	4.07157e-63	2.79921e-66	4.05675e-70	1.35322e-73	1.37651e-77	4.04121e-81	3.36672e-85	6.05246e-89	5.64824e-93	7.57917e-97	4.5502e-101	3.00417e-105	1.08543e-109	6.74306e-114	1.78367e-118	1.17796e-122	4.25806e-127	6.29136e-131	1.89071e-134	
N28	5.56448e-11	4.0239e-09	1.63119e-07	2.22854e-06	4.2575e-05	0.000543231	0.00163048	0.000526909	0.000583758	0.00575554	0.0425536	0.167809	0.338909	0.33349	0.101126	0.00694018	8.64297e-05	1.07225e-06	3.91107e-09	2.5183e-10	6.40693e-12	8.14532e-12	4.04388e-13	2.57988e-13	7.55694e-15	2.17894e-15	3.81656e-17	5.41463e-18	6.96491e-20	3.99472e-21	4.61058e-23	6.84303e-25	2.24766e-27	6.53184e-30	6.35075e-33	1.58121e-35	6.53112e-39	9.91541e-42	1.09506e-44	9.00701e-47	2.55359e-50	2.03983e-53	1.76258e-56	6.48088e-59	1.65541e-62	9.07927e-66	5.44661e-69	8.22765e-72	3.51517e-75	1.5197e-78	3.89364e-82	1.0191e-85	9.6901e-90	1.224e-93	8.01735e-98	8.61098e-101	1.0509e-103	
Isolepis_crassiuscula	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N29	1.55774e-14	2.62823e-12	2.66903e-10	3.94045e-09	1.556e-07	6.67553e-06	7.18287e-05	1.05643e-05	5.97447e-07	1.05138e-05	0.000451582	0.0107893	0.116156	0.455579	0.400757	0.0160172	0.000148376	5.27335e-07	8.97793e-10	1.39325e-12	1.51208e-15	5.48869e-18	4.98048e-21	1.21579e-23	6.97899e-27	9.60453e-30	3.91074e-33	3.14612e-36	9.45608e-40	4.28194e-43	9.21435e-47	2.40807e-50	3.30145e-54	5.23273e-58	4.42146e-62	4.85e-66	2.55557e-70	2.38695e-74	9.65588e-79	1.699e-82	8.92722e-87	1.26886e-90	1.14044e-94	3.07423e-98	1.92154e-102	2.0832e-106	1.55437e-110	2.65717e-114	1.58544e-118	1.5436e-122	1.02269e-126	9.19035e-131	3.50745e-135	1.65822e-139	4.76062e-144	6.18875e-148	1.44591e-151	
Ficinia_spiralis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Ficinia_nodosa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N30	4.76067e-11	2.94851e-09	1.07732e-07	1.85758e-06	2.82048e-05	0.0003674	0.00116145	0.000695966	0.000457128	0.00355508	0.0321363	0.150227	0.328175	0.343557	0.124683	0.0146655	0.000286444	1.86817e-06	6.3375e-09	8.11237e-11	5.11368e-13	3.68553e-13	5.51462e-14	4.17379e-14	3.81543e-15	1.47379e-15	8.09686e-17	1.63523e-17	5.26313e-19	4.92464e-20	1.02174e-21	3.92322e-23	3.60348e-25	2.57154e-27	5.02991e-30	1.20058e-32	8.51096e-36	1.34173e-38	1.01273e-41	6.05998e-44	3.34058e-47	4.30339e-50	4.03314e-53	1.28935e-55	5.32979e-59	3.73087e-62	1.74337e-65	3.20702e-68	1.36316e-71	9.22256e-75	3.82704e-78	1.78555e-81	3.07598e-85	6.12696e-89	6.63294e-93	5.50822e-96	7.20946e-99	
Isolepis_prolifera	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Isolepis_setacea	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Scirpoides_holoschoenus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N31	1.86728e-05	0.000123352	0.000649469	0.00348313	0.012724	0.0234462	0.0618991	0.111131	0.175072	0.268412	0.148002	0.035586	0.0124776	0.0226905	0.0294486	0.0467543	0.0241811	0.0190513	0.00366407	0.00111089	6.8548e-05	6.02259e-06	1.17959e-07	4.06611e-09	3.50476e-11	4.70407e-13	2.2871e-15	1.73954e-17	4.87311e-20	1.67927e-22	2.76039e-25	8.54211e-28	8.53711e-31	1.49652e-33	1.16625e-36	3.48556e-39	1.92572e-42	2.38674e-45	1.1659e-48	2.54801e-51	9.93948e-55	9.81777e-58	5.97526e-61	6.42026e-64	3.15036e-67	1.86255e-70	8.02744e-74	3.73477e-77	9.99827e-81	2.91605e-84	5.78185e-88	1.82699e-91	2.69792e-95	8.10822e-99	1.21539e-102	8.71439e-106	1.38536e-108	
N32	3.97248e-06	2.03724e-05	8.1254e-05	0.000427063	0.00146931	0.00204822	0.00474763	0.0231739	0.0817327	0.152897	0.0775794	0.013477	0.00323338	0.001542	0.00164665	0.00716079	0.022843	0.0671777	0.093491	0.208962	0.113379	0.105102	0.0143401	0.00335246	0.000105541	5.49115e-06	5.70581e-08	1.162e-09	5.72148e-12	5.45677e-14	1.65726e-16	9.43856e-19	1.8103e-21	5.46816e-24	6.51192e-27	1.60524e-29	1.22348e-32	2.03453e-35	1.36441e-38	4.57265e-41	2.57385e-44	3.77173e-47	3.38015e-50	7.93336e-53	5.20952e-56	4.59924e-59	2.69315e-62	2.8631e-65	1.36211e-68	8.72056e-72	3.69309e-75	2.15412e-78	5.48601e-82	1.87394e-85	3.72586e-89	3.2965e-92	6.96284e-95	
Cyperus_fuscus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Cyperus_eragrostis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N33	3.27886e-16	2.83063e-13	2.15538e-11	8.57938e-09	5.3654e-11	1.49545e-08	5.41339e-06	0.000680866	9.25884e-07	4.74855e-10	7.24345e-11	3.32373e-08	8.87776e-06	0.00118635	0.06301	0.93268	0.00242487	2.26597e-06	9.11729e-10	2.30725e-13	2.99194e-17	2.72992e-21	1.43283e-25	5.91544e-30	1.49393e-34	3.4158e-39	4.91433e-44	7.92636e-49	8.20688e-54	1.10649e-58	9.37415e-64	1.03973e-68	6.93788e-74	6.29821e-79	3.65038e-84	3.17654e-89	1.59893e-94	1.07406e-99	4.25687e-105	2.16451e-110	6.30388e-116	2.25281e-121	4.76206e-127	1.31221e-132	2.04881e-138	4.3065e-144	5.3285e-150	9.55169e-156	9.63639e-162	1.27483e-167	9.77072e-174	1.00389e-179	5.61815e-186	4.64526e-192	3.60706e-198	9.62403e-204	3.66915e-209	
Cyperus_involucratus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Cyperus_alternifolius	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N34	3.59488e-07	7.7384e-06	0.000114644	0.00114853	0.00456863	0.0147448	0.0835708	0.212496	0.248373	0.257854	0.0904879	0.0465437	0.0278854	0.0104371	0.00162707	0.00013644	4.2513e-06	8.80834e-08	7.01561e-10	4.19514e-12	1.01552e-14	2.35833e-17	2.5715e-20	3.31653e-23	2.14874e-26	1.73532e-29	7.74376e-33	4.39158e-36	1.36921e-39	5.08967e-43	1.12068e-46	3.3028e-50	5.40181e-54	1.19307e-57	1.53971e-61	3.12231e-65	3.20184e-69	4.90459e-73	4.14854e-77	6.16793e-81	4.42922e-85	5.13583e-89	3.6751e-93	4.29822e-97	2.93676e-101	2.52125e-105	1.51196e-109	1.07014e-113	4.93134e-118	2.57807e-122	9.62719e-127	4.78958e-131	1.52595e-135	6.89143e-140	2.54946e-144	2.76996e-148	5.92885e-152	
Schoenoplectus_hallii	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N35	2.25592e-07	1.56332e-06	1.78996e-05	0.000248532	0.00156741	0.00576001	0.0492725	0.105444	0.183024	0.305558	0.0924746	0.0240217	0.036487	0.0591894	0.0318352	0.083691	0.00945064	0.0115938	0.000304631	5.79988e-05	2.41621e-07	7.5136e-09	1.00511e-11	9.50413e-14	6.72824e-17	2.80335e-19	3.42766e-22	9.06603e-25	1.09848e-27	9.38033e-31	4.25459e-34	2.74335e-37	4.12888e-41	1.82475e-44	6.38004e-48	3.12912e-50	3.12168e-54	1.20205e-57	3.05202e-61	7.70975e-64	5.19541e-68	1.85179e-71	4.86168e-75	4.26616e-78	8.64431e-82	3.62141e-85	1.05993e-88	2.33114e-92	2.7487e-96	2.19107e-100	1.08159e-104	7.69699e-109	2.0171e-113	6.56245e-117	2.15934e-121	1.63191e-124	1.16505e-127	
Schoenoplectus_articulatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N36	1.57535e-09	3.31337e-10	7.13465e-11	9.8985e-10	6.52346e-08	1.35299e-09	4.86391e-08	1.07931e-05	0.00109145	0.00347825	2.22151e-05	2.77675e-08	1.52674e-09	1.66901e-09	2.51556e-07	2.67883e-05	0.00142872	0.0517817	0.52282	0.411948	0.00730225	8.93147e-05	6.99283e-08	6.78618e-11	1.20497e-14	3.44663e-18	2.46925e-22	3.17777e-26	1.2306e-30	8.95597e-35	2.60152e-39	1.15602e-43	2.14837e-48	4.92192e-53	5.27892e-58	1.0665e-62	7.84943e-68	1.34434e-72	1.13349e-77	4.49465e-82	2.90366e-87	4.06443e-92	2.91134e-97	7.38039e-102	3.63977e-107	3.28046e-112	1.60641e-117	2.10589e-122	9.6062e-128	5.92845e-133	2.10452e-138	9.46085e-144	1.76256e-149	4.53859e-155	6.22511e-161	4.56479e-166	6.19167e-171	
N37	4.89066e-12	1.47219e-12	8.55762e-13	4.8491e-12	1.07873e-10	1.03694e-12	2.05179e-12	7.28181e-09	1.04791e-05	0.000710196	3.41367e-05	2.09753e-09	1.64506e-13	1.29374e-14	8.37659e-14	1.97389e-10	2.90283e-07	0.000225352	0.0434415	0.885024	0.0695997	0.000953944	7.60679e-08	2.72081e-12	3.46823e-17	1.36977e-20	3.09707e-24	1.36008e-27	3.00298e-32	3.80223e-36	2.21957e-41	1.00804e-44	3.37637e-50	8.60303e-54	2.21902e-59	3.36216e-63	6.91314e-69	3.29917e-73	3.0935e-79	3.74967e-84	1.98243e-90	1.18457e-95	3.88263e-102	1.83337e-107	6.67804e-114	9.46422e-119	1.33999e-123	2.03399e-129	1.00409e-135	2.71447e-142	5.7637e-148	1.84042e-153	1.80597e-158	9.19786e-164	3.49564e-169	1.00446e-174	3.76066e-180	
Schoenoplectus_smithii_var_smithii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Schoenoplectiella_hotarui	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Schoenoplectus_purshianus_var_purshianus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Fuirena_ciliaris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N38	3.64467e-12	7.69053e-10	4.0551e-08	1.46032e-06	1.13218e-06	2.89157e-05	0.00102489	0.00419197	0.0161496	0.000271062	3.28904e-05	0.000232804	0.000514499	0.00599422	1.41687e-05	1.73406e-08	4.2575e-11	1.21447e-11	1.07969e-11	1.64241e-09	1.87139e-07	2.00239e-05	0.00090584	0.00250527	0.00106405	0.0156731	0.182591	0.759768	0.00897846	3.63146e-05	4.88727e-08	5.14153e-11	2.4395e-14	1.11216e-17	7.80138e-21	2.03603e-21	4.34251e-22	1.12349e-22	1.64232e-23	3.16321e-24	3.19183e-25	3.88627e-26	2.7252e-27	2.08961e-28	8.04976e-30	2.47116e-31	2.85868e-33	2.45607e-36	7.65005e-40	1.85368e-43	2.53408e-47	3.50203e-51	2.83432e-55	2.62346e-59	2.08131e-63	4.04325e-67	1.27619e-70	
Bolboschoenus_planiculmis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Bolboschoenus_fluviatilis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	
