NODE	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	
N1	3.28309e-030	1.9837e-029	2.27446e-028	2.61724e-027	2.68269e-026	2.3119e-025	1.58568e-024	9.4186e-024	5.65239e-023	3.42131e-022	1.87072e-021	8.23004e-021	2.69325e-020	6.47585e-020	1.23757e-019	2.17254e-019	3.99565e-019	8.31861e-019	2.03174e-018	5.82956e-018	1.8603e-017	6.02149e-017	4.14418e-013	3.00469e-012	1.6297e-011	6.45397e-011	1.86463e-010	4.01759e-010	6.75806e-010	9.48782e-010	1.20726e-009	1.47615e-009	1.81657e-009	2.33799e-009	3.2459e-009	4.96704e-009	8.46726e-009	1.61073e-008	3.41539e-008	8.08796e-008	2.14989e-007	6.41521e-007	2.11607e-006	7.46091e-006	2.69184e-005	9.5262e-005	0.000319583	0.000991746	0.00280062	0.00712233	0.0162109	0.0329183	0.0595974	0.0963659	0.139777	0.183229	0.219234	0.2413	
N2	4.18593e-032	2.94105e-031	5.33672e-030	1.14952e-028	2.34189e-027	4.19387e-026	6.4618e-025	8.83945e-024	1.10489e-022	1.23176e-021	1.1571e-020	8.65936e-020	5.02454e-019	2.32407e-018	9.36798e-018	3.66777e-017	1.50087e-016	6.56378e-016	3.00492e-015	1.36988e-014	5.87673e-014	2.27141e-013	7.72164e-013	2.29669e-012	6.05387e-012	1.45709e-011	3.33536e-011	7.53544e-011	1.71712e-010	3.97659e-010	9.34388e-010	2.23681e-009	5.51632e-009	1.41784e-008	3.81702e-008	1.07276e-007	3.12423e-007	9.363e-007	2.86973e-006	8.91795e-006	2.7711e-005	8.45344e-005	0.000248312	0.000690383	0.00179237	0.00430186	0.0094757	0.0190508	0.0348044	0.0575482	0.0857766	0.114764	0.137203	0.145878	0.137321	0.114045	0.0833942	0.0535814	
N3	4.26127e-027	1.56362e-026	1.34632e-025	1.44446e-024	1.61844e-023	1.75924e-022	1.81224e-021	1.72221e-020	1.44898e-019	1.04745e-018	6.53629e-018	3.73424e-017	2.13587e-016	1.28064e-015	7.86895e-015	4.73833e-014	2.69924e-013	1.41863e-012	6.74824e-012	2.86348e-011	1.07348e-010	3.54188e-010	1.03249e-009	2.69819e-009	6.51194e-009	1.52175e-008	3.64154e-008	9.28408e-008	2.53231e-007	7.22949e-007	2.0998e-006	6.09202e-006	1.74315e-005	4.86541e-005	0.000131076	0.000337482	0.000823256	0.00188913	0.0040547	0.00810383	0.0150299	0.0257975	0.0408906	0.0597489	0.0803653	0.0993801	0.112862	0.117592	0.112299	0.0982082	0.0785747	0.057462	0.0383784	0.0234017	0.0130444	0.00669239	0.00324239	0.00161592	
N4	3.74911e-017	7.10797e-017	3.57656e-016	2.58414e-015	1.96125e-014	1.4101e-013	9.20376e-013	5.2873e-012	2.66365e-011	1.23449e-010	5.61863e-010	2.56259e-009	1.13179e-008	4.59057e-008	1.63036e-007	4.89619e-007	1.21694e-006	2.487e-006	4.22344e-006	6.1634e-006	8.25919e-006	1.13242e-005	1.81093e-005	3.67097e-005	9.1752e-005	0.000254939	0.000713201	0.0018902	0.00460287	0.0101565	0.0201799	0.0360139	0.057667	0.0828544	0.106839	0.123762	0.12889	0.120864	0.102164	0.0780093	0.0538824	0.0337625	0.019223	0.00998407	0.00473929	0.00206763	0.000830743	0.000309904	0.000107504	3.50723e-005	1.07505e-005	3.14004e-006	8.67745e-007	2.30527e-007	5.79396e-008	1.4081e-008	3.31752e-009	9.6147e-010	
Carex_pulicaris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Carex_peregrina	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N5	1.64378e-024	6.88424e-024	5.94425e-023	5.99503e-022	6.29347e-021	6.51044e-020	6.34061e-019	5.64347e-018	4.55666e-017	3.36257e-016	2.29677e-015	1.46007e-014	8.58803e-014	4.63706e-013	2.29127e-012	1.03734e-011	4.31505e-011	1.65459e-010	5.88215e-010	1.96178e-009	6.25589e-009	1.94894e-008	6.0218e-008	1.8511e-007	5.62776e-007	1.67828e-006	4.87682e-006	1.37418e-005	3.73905e-005	9.78071e-005	0.000244744	0.000583442	0.0013202	0.00282527	0.00569638	0.0107766	0.0190503	0.0313407	0.0478091	0.0674114	0.0876269	0.104789	0.1151	0.115983	0.107126	0.0906433	0.0702359	0.0498315	0.0323736	0.0192633	0.0105038	0.00525329	0.00241343	0.00102124	0.000400131	0.00014701	5.26322e-005	2.12414e-005	
Carex_microglochin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N6	4.76544e-023	3.33041e-022	4.4098e-021	6.18782e-020	8.44213e-019	1.05014e-017	1.17169e-016	1.22203e-015	1.1728e-014	9.84253e-014	7.08343e-013	4.3256e-012	2.24715e-011	1.03472e-010	4.54928e-010	2.02255e-009	9.04253e-009	3.90275e-008	1.58286e-007	6.01466e-007	2.15341e-006	7.25834e-006	2.2793e-005	6.57746e-005	0.00017267	0.000410897	0.000889349	0.00176842	0.00328275	0.00580176	0.00993541	0.0166207	0.0270254	0.0420864	0.0616849	0.0838302	0.104515	0.118728	0.122395	0.114244	0.0964431	0.0736007	0.0507757	0.0316742	0.0178742	0.00913039	0.00422509	0.00177302	0.000675656	0.000234293	7.41598e-005	2.15373e-005	5.78594e-006	1.45686e-006	3.50254e-007	8.2566e-008	2.00309e-008	6.15961e-009	
Schoenoxiphium_ludwigii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
