NODE	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	
N1	1.712e-30	1.14147e-29	1.4464e-28	1.8076e-27	1.99076e-26	1.81133e-25	1.26301e-24	7.46185e-24	4.56242e-23	2.9096e-22	1.6997e-21	7.92708e-21	2.68546e-20	6.4695e-20	1.20263e-19	2.0207e-19	3.55845e-19	7.17261e-19	1.71579e-18	4.89711e-18	1.58988e-17	5.33095e-17	3.5429e-13	2.77853e-12	1.60501e-11	6.62984e-11	1.95266e-10	4.19719e-10	6.93363e-10	9.4932e-10	1.17371e-09	1.39117e-09	1.65624e-09	2.05922e-09	2.76273e-09	4.10018e-09	6.82495e-09	1.27757e-08	2.6804e-08	6.29223e-08	1.65824e-07	4.91929e-07	1.62672e-06	5.8225e-06	2.159e-05	7.92048e-05	0.000276531	0.000892968	0.00261607	0.00686782	0.0160363	0.0331726	0.0607199	0.0984929	0.142233	0.184431	0.217526	0.236625	
N2	1.30759e-32	9.76805e-32	1.97874e-30	4.7589e-29	1.07475e-27	2.10851e-26	3.50221e-25	5.13068e-24	6.91471e-23	8.37103e-22	8.5253e-21	6.83345e-20	4.15954e-19	1.96994e-18	7.97624e-18	3.10612e-17	1.25745e-16	5.43283e-16	2.48014e-15	1.14699e-14	5.05755e-14	2.01452e-13	7.00596e-13	2.09944e-12	5.45673e-12	1.26378e-11	2.73026e-11	5.79916e-11	1.25994e-10	2.84595e-10	6.65298e-10	1.60788e-09	4.04685e-09	1.06917e-08	2.96499e-08	8.55256e-08	2.53539e-07	7.65807e-07	2.34757e-06	7.28191e-06	2.26854e-05	6.99593e-05	0.000209512	0.000597521	0.00159605	0.00394244	0.00892255	0.0183774	0.0342678	0.0575903	0.0868561	0.117022	0.140154	0.148429	0.13828	0.112854	0.0805334	0.050264	
N3	1.56001e-27	5.99e-27	5.52145e-26	6.3439e-25	7.55895e-24	8.65644e-23	9.32537e-22	9.18773e-21	7.94219e-20	5.85824e-19	3.72234e-18	2.17425e-17	1.27571e-16	7.80311e-16	4.85239e-15	2.9493e-14	1.69863e-13	9.04937e-13	4.37148e-12	1.88518e-11	7.18362e-11	2.41065e-10	7.16624e-10	1.92331e-09	4.83061e-09	1.19457e-08	3.05326e-08	8.24132e-08	2.32872e-07	6.75184e-07	1.97013e-06	5.72484e-06	1.64343e-05	4.61855e-05	0.000125724	0.000327914	0.000811363	0.00188877	0.0041094	0.00831339	0.0155754	0.0269396	0.0429081	0.0628043	0.0843315	0.103729	0.116722	0.120017	0.112638	0.0963882	0.0751267	0.053277	0.0343431	0.0201115	0.0107092	0.00521806	0.00238706	0.00112581	
N4	1.43841e-17	2.88301e-17	1.60132e-16	1.26923e-15	1.04323e-14	8.05633e-14	5.60196e-13	3.37282e-12	1.74088e-11	8.16344e-11	3.80037e-10	1.81488e-09	8.54061e-09	3.71158e-08	1.40704e-07	4.46616e-07	1.15723e-06	2.42537e-06	4.14525e-06	5.954e-06	7.6418e-06	9.7519e-06	1.43301e-05	2.73303e-05	6.75276e-05	0.000193319	0.000567993	0.00158684	0.0040598	0.00935608	0.0192836	0.0354483	0.0580546	0.0847167	0.110192	0.127897	0.132595	0.123004	0.102243	0.0763361	0.0512792	0.0310948	0.0170547	0.00849918	0.00385757	0.00160513	0.000613899	0.000217895	7.19124e-05	2.23591e-05	6.53888e-06	1.82687e-06	4.82911e-07	1.22831e-07	2.94691e-08	6.82106e-09	1.51669e-09	4.10956e-10	
Carex_pulicaris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Carex_peregrina	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N5	5.24447e-25	2.3773e-24	2.25073e-23	2.49311e-22	2.87577e-21	3.24626e-20	3.4044e-19	3.23408e-18	2.79325e-17	2.21568e-16	1.61902e-15	1.08319e-14	6.56724e-14	3.58702e-13	1.76829e-12	7.93288e-12	3.27732e-11	1.26299e-10	4.60174e-10	1.61012e-09	5.49965e-09	1.85415e-08	6.1724e-08	2.01316e-07	6.37693e-07	1.95157e-06	5.75874e-06	1.63651e-05	4.46879e-05	0.000116822	0.000290958	0.000687874	0.00153949	0.00325389	0.00647827	0.0121099	0.0211717	0.0344703	0.0520398	0.0725591	0.0931135	0.109664	0.118274	0.116615	0.104989	0.0862374	0.0645939	0.0441088	0.0274598	0.015589	0.00807502	0.00382047	0.00165387	0.000657111	0.000241035	8.27146e-05	2.76109e-05	1.0451e-05	
Carex_microglochin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N6	1.92038e-23	1.4737e-22	2.13955e-21	3.28033e-20	4.87338e-19	6.45795e-18	7.5376e-17	8.4064e-16	8.8349e-15	8.10573e-14	6.22946e-13	3.92323e-12	2.02952e-11	9.04519e-11	3.82035e-10	1.67846e-09	7.77795e-09	3.61562e-08	1.61506e-07	6.81163e-07	2.68824e-06	9.80922e-06	3.26253e-05	9.77481e-05	0.000262068	0.000628003	0.00135053	0.00263134	0.00471812	0.0079537	0.0129022	0.0204777	0.0318597	0.0479538	0.0684214	0.0907879	0.110455	0.122102	0.121994	0.109844	0.0890067	0.0648695	0.0425227	0.0250783	0.0133137	0.00636703	0.00274532	0.00106849	0.000375944	0.000119851	3.47413e-05	9.2113e-06	2.25581e-06	5.18433e-07	1.14348e-07	2.4928e-08	5.6202e-09	1.60577e-09	
Schoenoxiphium_ludwigii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
