"resolved_name;gametophytic;sporophytic;parsed n"
"Carex nigra;42;84, 85;"
"Carex nigra;42;84, 85;42"
"Carex nigra;42;84, 85;42"
"Carex nigra;43;;43"
"Carex nigra;43;;43"
"Carex nigra;43;;43"
"Carex nigra;43;;43"
"Carex nigra;44;;44"
"Carex nigricans;;c.72;36"
"Carex nigricans;;ca. 72;36"
"Carex nigromarginata;;34;17"
"Carex nipposinica;;72;"
"Carex nodaeana;;70;35"
"Carex normalis;;68;"
"Carex normalis;;68;34"
"Carex norvegica subsp inferalpina;;56;"
"Carex norvegica subsp norvegica;;56;"
"Carex norvegica;;54, 56, 66;27, 28, 33"
"Carex norvegica;;54;"
"Carex norvegica;;54;27"
"Carex norvegica;;54;27"
"Carex norvegica;;56;28"
"Carex norvegica;;56;28"
"Carex norvegica;;56;28"
"Carex norvegica;;56;28"
"Carex norvegica;;56;28"
"Carex norvegica;;56;28"
"Carex norvegica;;56;28"
"Carex norvegica;;56;28"
"Carex norvegica;;56;28"
"Carex novae-angliae;;30;15"
"Carex nubigena subsp albata;;112;56"
"Carex nubigena subsp albata;;112;56"
"Carex nubigena subsp albata;56;;56"
"Carex nubigena subsp albata;56;;56"
"Carex nubigena subsp albata;56;112;56"
"Carex nubigena subsp albata;56;112;56"
"Carex nubigena;;104;52"
"Carex nubigena;;51;"
"Carex nubigena;;52;26"
"Carex nubigena;52;;52"
"Carex nubigena;52;;52"
"Carex nubigena;56;;56"
"Carex nudata;;54;27"
"Carex nudata;35, 36;;"
"Carex nudata;35, 36;;35, 36"
"Carex obnupta;33, 35, 36;;"
"Carex obnupta;33, 35, 36;;33, 35, 36"
"Carex obnupta;33, 35, 36;;33, 35, 36"
"Carex obnupta;37, c.38;;37,38"
"Carex obnupta;37, ca. 38;;37, 38"
"Carex obtusata;;52;"
"Carex obtusata;;52;"
"Carex obtusata;;52;26"
"Carex obtusata;;52;26"
"Carex obtusata;;52;26"
"Carex obtusata;;52;26"
"Carex oederi subsp viridula;;70;"
"Carex oederi;;70;"
"Carex oenensis;;@&84;"
"Carex olbiensis;;46;23"
"Carex olbiensis;23;;23"
"Carex olbiensis;23;;23"
"Carex olbiensis;23;;23"
"Carex oligantha;;82;"
"Carex oligantha;;82;41"
"Carex oligosperma;;76;"
"Carex oligosperma;;76;"
"Carex oligosperma;;76;38"
"Carex oligosperma;;76;38"
"Carex olivacea subsp confertiflora;;84;42"
"Carex olivacea subsp confertiflora;;92;46"
"Carex opaca;32II+1III, 33II, 34II;;"
"Carex opaca;32II+1III, 33II, 34II;;32,33,34"
"Carex opaca;33;;33"
"Carex opaca;33;;33"
"Carex ophiolithica;;63;"
"Carex ophiolithica;;c.63;"
"Carex ophiolithica;;c.63;"
"Carex ornithopoda subsp bulgarica;;52--54, 56;"
"Carex ornithopoda subsp ornithopodioides;;56;28"
"Carex ornithopoda subsp ornithopodioides;27;;27"
"Carex ornithopoda subsp ornithopodioides;n = 27;;27"
"Carex ornithopoda;;2n = 54*;27"
"Carex ornithopoda;;46, 54;23, 27"
"Carex ornithopoda;;52;26"
"Carex ornithopoda;;54*;27"
"Carex ornithopoda;;54;"
"Carex ornithopoda;;54;27"
"Carex ornithopoda;;54;27"
"Carex ornithopoda;;54;27"
"Carex ornithopoda;;54;27"
"Carex ornithopoda;;c.46;23"
"Carex ornithopoda;;c.46;23"
"Carex ornithopoda;27;;27"
"Carex ornithopoda;27;;27"
"Carex ornithopoda;27;;27"
"Carex ornithopodioides;;56;"
"Carex oronensis;;74;37"
"Carex oronensis;37;;"
"Carex oronensis;37;;37"
"Carex otrubae;;58;"
"Carex otrubae;;58;"
"Carex otrubae;;58;"
"Carex otrubae;;60;"
"Carex otrubae;;60;"
"Carex otrubae;29II;;"
"Carex ovalis;;64, 66;"
"Carex ovalis;;64;"
"Carex ovalis;;64;"
"Carex ovalis;;ca 66;"
"Carex oxyandra;;18, 20;9, 10"
"Carex oxyandra;;20;10"
"Carex oxyandra;9, 10, 12, 13;18, 20, 24, 26;"
"Carex oxyandra;9, 10, 12, 13;18, 20, 24, 26;9, 10, 12, 13"
"Carex oxyandra;9-10,12-13;18,20,24,26;"
"Carex oxyandra;9-10,12-13;18,20,24,26;"
"Carex oxyandra;9-10,12-13;18,20,24,26;9, 10, 12, 13"
"Carex oxyandra;9-10,12-13;18,20,24,26;9, 10, 12, 13"
"Carex ozarkana;26+IV, 28+III, 31;;"
"Carex ozarkana;26+IV, 28+III, 31;;"
"Carex pachygyna;;12;"
"Carex pachygyna;;12;"
"Carex pachygyna;;12;6"
"Carex pachygyna;;12;6"
"Carex pachygyna;;12;6"
"Carex pachygyna;6;12;"
"Carex pachygyna;6;12;6"
"Carex pachystachya;37, 38, 39, 41;;"
"Carex pachystachya;37, 38, 39;;"
"Carex pachystachya;37-41;;"
"Carex pachystachya;41;;"
"Carex pairae;;56;28"
"Carex pairae;;56;28"
"Carex pairae;;58;"
"Carex pairae;;58;"
"Carex pairae;;58;29"
"Carex pairae;;58;29"
"Carex pairae;;58;29"
"Carex pairae;;58;29"
"Carex pairae;;58;29"
"Carex pairae;;58;29"
"Carex pairae;2328II + 02I + 01III + 02IV;50, 52, 53, 54, 55, 56;"
"Carex pairae;26;52;26"
"Carex pairae;29;;29"
"Carex pairae;29;;29"
"Carex pairae;29;;29"
"Carex paleacea;;72 73;36"
"Carex paleacea;;72, 73;"
"Carex paleacea;;72, 73;36"
"Carex paleacea;;72, 73;36"
"Carex paleacea;;72;"
"Carex paleacea;;72;36"
"Carex paleacea;;80;"
"Carex paleacea;;80;40"
"Carex paleacea;35, 36, 37;71, 72, 73, c.73;"
"Carex paleacea;35, 36, 37;71, 72, 73, c.73;35, 36, 37"
"Carex pallescens var pallescens;;64-66;"
"Carex pallescens;;58;"
"Carex pallescens;;58;29"
"Carex pallescens;;58;29"
"Carex pallescens;;58;29"
"Carex pallescens;;62;31"
"Carex pallescens;;64;"
"Carex pallescens;;64;32"
"Carex pallescens;;64;32"
"Carex pallescens;;64;32"
"Carex pallescens;;64;32"
"Carex pallescens;;64;32"
"Carex pallescens;;64;32"
"Carex pallescens;;64;32"
"Carex pallescens;;6466;"
"Carex pallescens;;64-66;32, 33"
"Carex pallescens;;66;33"
"Carex pallescens;31;;31"
"Carex pallescens;31;;31"
"Carex pallescens;31;;31"
"Carex pallescens;32;;32"
"Carex pallescens;32;;32"
"Carex pallescens;32;;32"
"Carex pallidula;27;;27"
"Carex panicea;;32;"
"Carex panicea;;32;"
"Carex panicea;;32;"
"Carex panicea;;32;"
"Carex panicea;;32;16"
"Carex panicea;;32;16"
"Carex panicea;;32;16"
"Carex panicea;;32;16"
"Carex panicea;;32;16"
"Carex panicea;;32;16"
"Carex panicea;;32;16"
"Carex panicea;;32;16"
"Carex panicea;;32;16"
"Carex panicea;;32;16"
"Carex panicea;;32;16"
"Carex panicea;;32;16"
"Carex panicea;;32;16"
"Carex panicea;;32;16"
"Carex panicea;;32;16"
"Carex panicea;;32;16"
"Carex panicea;;32;16"
"Carex panicea;;32;16"
"Carex panicea;;32;16"
"Carex panicea;;32;16"
"Carex panicea;;32;16"
"Carex panicea;;32;16"
"Carex panicea;;32;16"
"Carex panicea;;32;16"
"Carex panicea;;32;16"
"Carex panicea;;32;16"
"Carex panicea;;32;16"
"Carex panicea;;32;16"
"Carex panicea;;32;16"
"Carex panicea;;32;16"
"Carex panicea;;32;16"
"Carex panicea;;32;16"
"Carex panicea;;32;16"
"Carex panicea;;32;16"
"Carex panicea;;32;16"
"Carex panicea;;32;16"
"Carex panicea;;32;16"
"Carex panicea;16;;16"
"Carex panicea;16;;16"
"Carex panicea;16;;16"
"Carex panicea;16;;16"
"Carex panicea;16;;16"
"Carex panicea;16;;16"
"Carex paniculata subsp calderae;;c.68;34"
"Carex paniculata subsp lusitanica;;64;"
"Carex paniculata subsp lusitanica;;64;32"
"Carex paniculata subsp lusitanica;;64;32"
"Carex paniculata;;60 62 64;30,31,32"
"Carex paniculata;;60, 62, 64;30, 31, 32"
"Carex paniculata;;60;"
"Carex paniculata;;60;"
"Carex paniculata;;60;"
"Carex paniculata;;60;30"
"Carex paniculata;;60;30"
"Carex paniculata;;60;30"
"Carex paniculata;;60;30"
"Carex paniculata;;60;30"
"Carex paniculata;;60;30"
"Carex paniculata;;60;30"
"Carex paniculata;;60;30"
"Carex paniculata;;60;30"
"Carex paniculata;;60;30"
"Carex paniculata;;60;30"
"Carex paniculata;;60;30"
"Carex paniculata;;60;30"
"Carex paniculata;;60;30"
"Carex paniculata;;60;30"
"Carex paniculata;;60;30"
"Carex paniculata;;60;30"
"Carex paniculata;;60;30"
"Carex paniculata;;60;30"
"Carex paniculata;;62;31"
"Carex paniculata;;64;"
"Carex paniculata;;64;32"
"Carex paniculata;;64;32"
"Carex paniculata;;64;32"
"Carex paniculata;;64;32"
"Carex paniculata;;64;32"
"Carex paniculata;;ca. 68;34"
"Carex paniculata;31;;31"
"Carex paniculata;31;;31"
"Carex paniculata;31;;31"
"Carex parallela subsp redowskiana;;26;13"
"Carex parallela subsp redowskiana;;34, 44;17, 22"
"Carex parallela subsp redowskiana;;44;22"
"Carex parallela subsp redowskiana;;ca.50;25"
"Carex parallela subsp redowskiana;;ca.50;25"
"Carex parallela;;26;13"
"Carex parallela;;34, 44;17, 22"
"Carex parallela;;44;22"
"Carex parallela;;44;22"
"Carex parallela;;44;22"
"Carex parallela;;44;22"
"Carex parallela;;44;22"
"Carex parallela;;ca. 50;25"
"Carex parallela;21, 22;;21, 22"
"Carex parallela;21, 22;;21,22"
"Carex parciflora;;40;"
"Carex parryana;;54;"
"Carex parryana;;54;27"
"Carex parviflora;;54;"
"Carex parviflora;;54;27"
"Carex parviflora;;54;27"
"Carex parviflora;;54;27"
"Carex parviflora;;54;27"
"Carex parviflora;;54;27"
"Carex parviflora;;54;27"
"Carex parviflora;;54;27"
"Carex parviflora;;54;27"
"Carex parviflora;;54;27"
"Carex parviflora;27;;27"
"Carex parviflora;27;;27"
"Carex parviflora;n = 27;;27"
"Carex pauciflora;;2n = 76;38"
"Carex pauciflora;;38, 39, 44, 76;19, 22, 38"
"Carex pauciflora;;46 76;23,38"
"Carex pauciflora;;46, 76;"
"Carex pauciflora;;46, 76;23, 38"
"Carex pauciflora;;76;"
"Carex pauciflora;;76;"
"Carex pauciflora;;76;"
"Carex pauciflora;;76;38"
"Carex pauciflora;;76;38"
"Carex pauciflora;;76;38"
"Carex pauciflora;;76;38"
"Carex pauciflora;;c.74;37"
"Carex pauciflora;c.37;;37"
"Carex paupercula;29;;"
"Carex paxii;;76;38"
"Carex paxii;38;;"
"Carex paxii;38;;38"
"Carex paxii;38;;38"
"Carex paxii;38;76;"
"Carex paxii;38;76;38"
"Carex paxii;38;76;38"
"Carex peckii;;36;"
"Carex peckii;;36;18"
"Carex pediformis var macroura;;35;"
"Carex pediformis var macroura;;ca.50;25"
"Carex pediformis;;70;"
"Carex pediformis;;70;"
"Carex pediformis;;70;"
"Carex pediformis;;70;35"
"Carex pediformis;;70;35"
"Carex pediformis;;70;35"
"Carex pediformis;;70;35"
"Carex pediformis;;70;35"
"Carex pediformis;;ca. 50;25"
"Carex pediformis;35;;35"
"Carex pediformis;35;;35"
"Carex pediformis;35;;35"
"Carex pedunculata;;26;"
"Carex pedunculata;;26;13"
"Carex pellita;38II+0-1I;;"
"Carex pellita;38II+0-1I;;38"
"Carex pendula;;58, 60;29, 30"
"Carex pendula;;58;"
"Carex pendula;;58;"
"Carex pendula;;58;"
"Carex pendula;;58;29"
"Carex pendula;;58;29"
"Carex pendula;;58;29"
"Carex pendula;;58;29"
"Carex pendula;;58;29"
"Carex pendula;;58;29"
"Carex pendula;;58;29"
"Carex pendula;;58;29"
"Carex pendula;;58;29"
"Carex pendula;;58;29"
"Carex pendula;;58;29"
"Carex pendula;;58;29"
"Carex pendula;;58;29"
"Carex pendula;;58;29"
"Carex pendula;;58;29"
"Carex pendula;;60;"
"Carex pendula;;60;"
"Carex pendula;;60;30"
"Carex pendula;;60;30"
"Carex pendula;;60;30"
"Carex pendula;;60;30"
"Carex pendula;;60;30"
"Carex pendula;;60;30"
"Carex pendula;;60;30"
"Carex pendula;;62;"
"Carex pendula;;62;31"
"Carex pendula;;62;31"
"Carex pendula;;62;31"
"Carex pensylvanica subsp heliophila;;36;"
"Carex pensylvanica subsp pensylvanica;;36;"
"Carex pensylvanica;;36;18"
"Carex pensylvanica;;36;18"
"Carex pensylvanica;;36;18"
"Carex pensylvanica;;36;18"
"Carex pensylvanica;18;;"
"Carex pensylvanica;18;;"
"Carex pensylvanica;18;;18"
"Carex pensylvanica;18;;18"
"Carex pensylvanica;18;;18"
"Carex pensylvanica;18;;18"
"Carex peregrina;31;;31"
"Carex perfusca;;ca.54;"
"Carex perraudieriana;37;74;37"
"Carex perraudieriana;37II;74;"
"Carex perraudieriana;37II;74;37"
"Carex petitiana;;70;35"
"Carex petitiana;;70;35"
"Carex petitiana;;70;35"
"Carex petricosa var misandroides;;47-48;"
"Carex petricosa var misandroides;;47-48;24"
"Carex petriei;;60;30"
"Carex petriei;;61;"
"Carex petriei;;62;31"
"Carex petriei;;c.60-62;"
"Carex petriei;;c.60-62;30,31"
"Carex peucophila;37;;37"
"Carex peucophila;37;;37"
"Carex phaeocephala;;84;42"
"Carex pichinchensis;;82-84;41, 42"
"Carex pilosa;;2n = 42;21"
"Carex pilosa;;32, 57;16"
"Carex pilosa;;42;"
"Carex pilosa;;42;"
"Carex pilosa;;42;21"
"Carex pilosa;;42;21"
"Carex pilosa;;44;"
"Carex pilosa;;44;"
"Carex pilosa;;44;"
"Carex pilosa;;44;22"
"Carex pilosa;;44;22"
"Carex pilosa;;44;22"
"Carex pilosa;;44;22"
"Carex pilosa;;44;22"
"Carex pilosa;;44;22"
"Carex pilosa;;44;22"
"Carex pilulifera subsp pilulifera;9;;"
"Carex pilulifera;;16;8"
"Carex pilulifera;;18;"
"Carex pilulifera;;18;"
"Carex pilulifera;;18;"
"Carex pilulifera;;18;"
"Carex pilulifera;;18;9"
"Carex pilulifera;;18;9"
"Carex pilulifera;;18;9"
"Carex pilulifera;;18;9"
"Carex pilulifera;;18;9"
"Carex pilulifera;;18;9"
"Carex pilulifera;;18;9"
"Carex pilulifera;;18;9"
"Carex pilulifera;;18;9"
"Carex pilulifera;;18;9"
"Carex pilulifera;;18;9"
"Carex pilulifera;;18;9"
"Carex pilulifera;;18;9"
"Carex pilulifera;;18;9"
"Carex pilulifera;;18;9"
"Carex pilulifera;;18;9"
"Carex pilulifera;;18;9"
"Carex pilulifera;;18;9"
"Carex pilulifera;;18;9"
"Carex pilulifera;;18;9"
"Carex pilulifera;;18;9"
"Carex pilulifera;;18;9"
"Carex pilulifera;;18;9"
"Carex pilulifera;;18;9"
"Carex pilulifera;;35;"
"Carex pilulifera;;70;35"
"Carex pilulifera;9;;9"
"Carex pilulifera;9;;9"
"Carex pilulifera;9;;9"
"Carex pilulifera;9;;9"
"Carex pilulifera;9;;9"
"Carex pilulifera;9;;9"
"Carex pilulifera;9;;9"
"Carex pirinensis;;54;"
"Carex pirinensis;;54;"
"Carex pisiformis;;60, 68, 76, 78, 84;30, 34, 38, 39, 42"
"Carex pisiformis;;60, 68, 76, 78, 84;30, 34, 38, 39, 42"
"Carex pisiformis;;60, 68, 76, 78, 84;30, 34, 38, 39, 42"
"Carex pisiformis;;60, 68, 76, 78, 84;30, 34, 38, 39, 42"
"Carex pisiformis;;68;"
"Carex pisiformis;;68;34"
"Carex pisiformis;;70;35"
"Carex pisiformis;;70;35"
"Carex plantaginea;26;;"
"Carex plantaginea;26;;26"
"Carex platyphylla;;70;35"
"Carex platyphylla;35II;;"
"Carex platyphylla;35II;;35"
"Carex platyphylla;35II;;35"
"Carex pluriflora;;c.50;25"
"Carex pluriflora;;c.50;25"
"Carex pluriflora;26;;26"
"Carex pocilliformis;;38,4;"
"Carex pocilliformis;;39;"
"Carex podocarpa;;60;30"
"Carex podocarpa;;60;30"
"Carex podocarpa;;60;30"
"Carex podocarpa;;62;"
"Carex podocarpa;;62;"
"Carex podocarpa;;62;31"
"Carex podocarpa;;62;31"
"Carex podocarpa;;62;31"
"Carex podocarpa;;62;31"
"Carex podocarpa;;64;"
"Carex podocarpa;;64;32"
"Carex podocarpa;;64;32"
"Carex podocarpa;;64;32"
"Carex podocarpa;;64;32"
"Carex podocarpa;;66;"
"Carex podocarpa;;66;33"
"Carex podocarpa;;66;33"
"Carex podocarpa;;c.32;16"
"Carex podocarpa;;ca. 32;16"
"Carex podocarpa;;ca. 64;32"
"Carex podocarpa;;ca.64;"
"Carex podocarpa;;ca.64;32"
"Carex podogyna;;68, 72;34, 36"
"Carex podogyna;;76;38"
"Carex polyphylla;;48;"
"Carex polyphylla;;48;24"
"Carex polyphylla;;52;"
"Carex polyphylla;;52;26"
"Carex praecox;;58;"
"Carex praecox;;58;29"
"Carex praecox;;58;29"
"Carex praecox;;58;29"
"Carex praecox;;58;29"
"Carex praecox;;58;29"
"Carex praecox;29;;29"
"Carex praecox;29;;29"
"Carex praegracilis;;60;"
"Carex praegracilis;;60;30"
"Carex praegracilis;;60;30"
"Carex prairea;;66;"
"Carex prairea;;66;33"
"Carex praticola;;?64;32"
"Carex praticola;;60+(1B);30"
"Carex praticola;;64;"
"Carex praticola;;64;32"
"Carex praticola;;76;38"
"Carex praticola;;78;39"
"Carex praticola;;c.70;35"
"Carex praticola;38, 39;;"
"Carex praticola;38, 39;;38, 39"
"Carex praticola;38,39;;"
"Carex praticola;38,39;;38, 39"
"Carex praticola;39;;"
"Carex praticola;39;;39"
"Carex preslii;;78;39"
"Carex preslii;;80;40"
"Carex preslii;40;;"
"Carex preslii;40;;40"
"Carex preslii;40+0-1s;;"
"Carex preslii;40+0-1s;;40"
"Carex preslii;40+1;;"
"Carex preslii;40+1;;40"
"Carex preussii;;70;"
"Carex projecta;;62;31"
"Carex projecta;;64;"
"Carex projecta;;64;32"
"Carex projecta;;64;32"
"Carex projecta;;66;33"
"Carex pseudobrizoides;;56;28"
"Carex pseudobrizoides;29;;"
"Carex pseudobrizoides;29;;29"
"Carex pseudobrizoides;29;;29"
"Carex pseudocuraica;;32-34;"
"Carex pseudocuraica;;32-34;16, 17"
"Carex pseudocyperus;;66;"
"Carex pseudocyperus;;66;"
"Carex pseudocyperus;;66;"
"Carex pseudocyperus;;66;33"
"Carex pseudocyperus;;66;33"
"Carex pseudocyperus;;66;33"
"Carex pseudocyperus;;66;33"
"Carex pseudocyperus;;66;33"
"Carex pseudocyperus;;66;33"
"Carex pseudocyperus;;66;33"
"Carex pseudocyperus;;66;33"
"Carex pseudocyperus;;66;33"
"Carex pseudocyperus;;66;33"
"Carex pseudocyperus;;66;33"
"Carex pseudocyperus;;66;33"
"Carex pseudocyperus;;66;33"
"Carex pseudocyperus;;66;33"
"Carex pseudocyperus;;66;33"
"Carex pseudocyperus;;66;33"
"Carex pseudocyperus;;66;33"
"Carex pseudocyperus;;66;33"
"Carex pseudolongerostrata;;70;"
"Carex pudica;;56;"
"Carex pudica;;56;28"
"Carex pulicaris;;58 60;29,3"
"Carex pulicaris;;58, 60;29, 30"
"Carex pulicaris;;58;29"
"Carex pulicaris;;58;29"
"Carex pulicaris;;60;"
"Carex pulicaris;;60;30"
"Carex pulicaris;;60;30"
"Carex pulicaris;;60;30"
"Carex pulicaris;;60;30"
"Carex pulicaris;30;;30"
"Carex pulicaris;30;;30"
"Carex pulicaris;30;;30"
"Carex pumila;;82;"
"Carex pumila;;82;41"
"Carex pumila;;82;41"
"Carex pumila;;82;41"
"Carex pumila;;c.80;"
"Carex pumila;;c.80;40"
"Carex punctata;;68;"
"Carex punctata;;68;"
"Carex punctata;;68;34"
"Carex punctata;;68;34"
"Carex punctata;;68;34"
"Carex punctata;;68;34"
"Carex punctata;;68;34"
"Carex punctata;;68;34"
"Carex punctata;;68;34"
"Carex punctata;34;;34"
"Carex punctata;34;;34"
"Carex punctata;34;;34"
"Carex punctata;34;;34"
"Carex punctata;34;68;"
"Carex punctata;34;68;34"
"Carex purpurifera;17, 18, 19;;"
"Carex purpurifera;17, 18, 19;;17, 18, 19"
"Carex purpurifera;17, 18, 19;;17, 18, 19"
"Carex pyrenaica;;68;"
"Carex pyrenaica;;68;34"
"Carex pyrenaica;;68;34"
"Carex quadriflora;;46;23"
"Carex radfordii;23;;"
"Carex radfordii;23;;23"
"Carex radfordii;23II;;"
"Carex radfordii;23II;;23"
"Carex radiata;;58;29"
"Carex radiata;29;;"
"Carex radiata;29;;29"
"Carex radiata;29;;29"
"Carex ramenskii;;80;40"
"Carex raoulii;;46;"
"Carex raoulii;;46;23"
"Carex raoulii;;46;23"
"Carex rariflora;;50, 52, 54;25, 26, 27"
"Carex rariflora;;50, 54;25, 27"
"Carex rariflora;;50;25"
"Carex rariflora;;52;"
"Carex rariflora;;52;"
"Carex rariflora;;52;26"
"Carex rariflora;;52;26"
"Carex rariflora;;52;26"
"Carex rariflora;;52;26"
"Carex rariflora;;52;26"
"Carex rariflora;;54;27"
"Carex rariflora;;54;27"
"Carex rariflora;;54;27"
"Carex rariflora;;c.52;26"
"Carex rariflora;;ca. 52;26"
"Carex rariflora;26;52;26"
"Carex rariflora;26;52;26"
"Carex recta;;74, c.80;37,4"
"Carex recta;;c.74 c.70, 84;37,35,42"
"Carex recta;35, 37, irr.;73, 75, 76, c.73;"
"Carex recta;35, 37, irr.;73, 75, 76, c.73;38"
"Carex recta;73;;"
"Carex recta;73;;73"
"Carex redowskiana;;26;"
"Carex redowskiana;;34, 44;"
"Carex redowskiana;;44;"
"Carex redowskiana;;ca.50;"
"Carex reinii;;26;13"
"Carex reinii;;26;13"
"Carex reinii;-13;25-26;13"
"Carex reinii;41609;25-26;"
"Carex remota var remotispicula;;64;32"
"Carex remota;;46;"
"Carex remota;;46;23"
"Carex remota;;46;23"
"Carex remota;;60, 62;30, 31"
"Carex remota;;60;30"
"Carex remota;;60;30"
"Carex remota;;62;"
"Carex remota;;62;"
"Carex remota;;62;"
"Carex remota;;62;"
"Carex remota;;62;"
"Carex remota;;62;"
"Carex remota;;62;"
"Carex remota;;62;31"
"Carex remota;;62;31"
"Carex remota;;62;31"
"Carex remota;;62;31"
"Carex remota;;62;31"
"Carex remota;;62;31"
"Carex remota;;62;31"
"Carex remota;;62;31"
"Carex remota;;62;31"
"Carex remota;;62;31"
"Carex remota;;62;31"
"Carex remota;;62;31"
"Carex remota;;62;31"
"Carex remota;;62;31"
"Carex remota;;62;31"
"Carex remota;;62;31"
"Carex remota;;62;31"
"Carex remota;;62;31"
"Carex remota;;62;31"
"Carex remota;;62;31"
"Carex remota;;62;31"
"Carex remota;;62;31"
"Carex remota;;62;31"
"Carex remota;;62;31"
"Carex remota;;62;31"
"Carex remota;;62;31"
"Carex remota;;62;31"
"Carex remota;;62;31"
"Carex remota;;62;31"
"Carex remota;;62;31"
"Carex remota;;62;31"
"Carex remota;;62;31"
"Carex remota;30;;30"
"Carex remota;30;;30"
"Carex remota;30;;30"
"Carex remota;30II;;"
"Carex remota;30II;;30"
"Carex remota;30II;;30"
"Carex remota;31;;31"
"Carex remota;31;;31"
"Carex remota;31;;31"
"Carex remota;31;;31"
"Carex remota;31;;31"
"Carex remota;31;;31"
"Carex remota;31;;31"
"Carex reniformis;40;;"
"Carex reniformis;40;;40"
"Carex reniformis;40;;40"
"Carex repens;;70;35"
"Carex repens;n = 35;;35"
"Carex reptabunda;;44;22"
"Carex resectans;;58;29"
"Carex resectans;;58-60;"
"Carex resectans;;58-60;29, 30"
"Carex resectans;;59;"
"Carex resectans;;60;30"
"Carex retrorsa;;70;"
"Carex retrorsa;;70;35"
"Carex reuteriana subsp tartessiana;37, 38;74-76;37, 38"
"Carex reuteriana;;73, 74;37"
"Carex reuteriana;;74;37"
"Carex reuteriana;;74;37"
"Carex reuteriana;;75, 76;38"
"Carex reuteriana;;75;"
"Carex reuteriana;;75;"
"Carex reuteriana;;76;38"
"Carex reuteriana;37;73-77;37"
"Carex rhizina;;70;35"
"Carex richardsonii;;52;"
"Carex richardsonii;;52;26"
"Carex richardsonii;;52;26"
"Carex rigidioides;;62;31"
"Carex rigidioides;;62;31"
"Carex rigidioides;;70;35"
"Carex riloensis;;26;"
"Carex riloensis;;26;13"
"Carex riparia;;72;"
"Carex riparia;;72;"
"Carex riparia;;72;"
"Carex riparia;;72;36"
"Carex riparia;;72;36"
"Carex riparia;;72;36"
"Carex riparia;;72;36"
"Carex riparia;;72;36"
"Carex riparia;;72;36"
"Carex riparia;;72;36"
"Carex riparia;;72;36"
"Carex riparia;;72;36"
"Carex riparia;;72;36"
"Carex riparia;;72;36"
"Carex riparia;;72;36"
"Carex riparia;;72;36"
"Carex riparia;;72;36"
"Carex riparia;;72;36"
"Carex riparia;;76;"
"Carex riparia;;76;38"
"Carex riparia;;76;38"
"Carex rorulenta;;48, 54;"
"Carex rorulenta;;48, 54;24, 27"
"Carex rorulenta;;48;24"
"Carex rorulenta;;48;24"
"Carex rorulenta;;48-50;24, 25"
"Carex rorulenta;;48-50;24, 25"
"Carex rorulenta;;48-50;24, 25"
"Carex rorulenta;;48-50;24,25"
"Carex rorulenta;;50;25"
"Carex rorulenta;;54;27"
"Carex rosa;26;;"
"Carex rosa;26;;26"
"Carex rosea;;52;26"
"Carex rosea;;52;26"
"Carex rosea;;56;"
"Carex rosea;;56;28"
"Carex rosea;;56;28"
"Carex rossii;;36;"
"Carex rossii;;36;18"
"Carex rostrata;;42;"
"Carex rostrata;;42;21"
"Carex rostrata;;60;"
"Carex rostrata;;60;"
"Carex rostrata;;60;"
"Carex rostrata;;60;30"
"Carex rostrata;;60;30"
"Carex rostrata;;60;30"
"Carex rostrata;;60;30"
"Carex rostrata;;60;30"
"Carex rostrata;;60;30"
"Carex rostrata;;70;35"
"Carex rostrata;;72;"
"Carex rostrata;;72;36"
"Carex rostrata;;72;36"
"Carex rostrata;;72-74, 76, 80, 82;36, 37, 38, 40, 41"
"Carex rostrata;;76;"
"Carex rostrata;;76;"
"Carex rostrata;;76;38"
"Carex rostrata;;76;38"
"Carex rostrata;;76;38"
"Carex rostrata;;76;38"
"Carex rostrata;;76;38"
"Carex rostrata;;76;38"
"Carex rostrata;;76;38"
"Carex rostrata;;76;38"
"Carex rostrata;;76;38"
"Carex rostrata;;80;"
"Carex rostrata;;80;40"
"Carex rostrata;;80;40"
"Carex rostrata;;82;41"
"Carex rostrata;;82;41"
"Carex rostrata;;ca 70;"
"Carex rostrata;;ca 70;35"
"Carex rotundata;;80;"
"Carex rotundata;;80;"
"Carex rotundata;;80;40"
"Carex rotundata;;80;40"
"Carex rotundata;;80;40"
"Carex rotundata;;c.50, 56-58;"
"Carex rotundata;;c.50, 56-58;25,28,29"
"Carex rotundata;;c.60;"
"Carex rotundata;;c.60;30"
"Carex rotundata;40;;"
"Carex rotundata;40;;40"
"Carex rufina;;60;30"
"Carex rufina;;86;"
"Carex rufina;;86;43"
